name,address,lat,lon
,3741 Bradford Dr Holiday FL 34691,28.21352,-82.74925
,4610 Floramar Terr New Port Richey FL 34652,28.23303,-82.73829
,5151 Rowan Rd New Port Richey FL 34653,28.23375,-82.69572
,3032 Collier Pkwy Land O' Lakes FL 34639,28.19935,-82.43224
,2541 Henley Rd Lutz FL 33558,28.19531,-82.48589
,35008 State Road 54 Zephyrhills FL 33541,28.22139,-82.23651
,30400 Country Point Blvd Wesley Chapel FL 33543,28.21983,-82.31492
,11549 Curley St San Antonio FL 33576,28.3259,-82.27467
,12707 College Hill Dr Hudson FL 34667,28.34237,-82.69156
,9734 Dick St Hudson FL 34669,28.33884,-82.65337
,2830 Gulf Trace Blvd Holiday FL 34691,28.1953,-82.7664
,4806 Phoenix Ave Holiday FL 34690,28.1734,-82.73474
,6905 Clemens Blvd Port Richey FL 34668,28.31566,-82.70351
,9230 Ridge Rd New Port Richey FL 34654,28.27967,-82.66079
,7831 Gulf Highlands Dr Port Richey FL 34668,28.3261,-82.68484
,4205 Rustic Dr New Port Richey FL 34652,28.21988,-82.74409
,28429 Willamsburg Dr Wesley Chapel FL 33543,28.18289,-82.34627
,11022 Tee Time Cir New Port Richey FL 34654,28.26881,-82.63286
,6319 Louisiana Ave New Port Richey FL 34653,28.24276,-82.70973
,7201 Congress St New Port Richey FL 34653,28.26179,-82.70819
,12440 Clock Tower Pkwy Hudson FL 34667,28.33821,-82.68294
,10240 Regency Park Blvd Port Richey FL 34668,28.30614,-82.69693
,7745 Ridge Rd Port Richey FL 34668,28.2808,-82.686
,35143 State Road 54 W Zephyrhills FL 33541,28.2239,-82.23556
,3221 Paradise Way Zephyrhills FL 33541,28.2038,-82.19352
,5730 Elena Dr Holiday FL 34690,28.20666,-82.71941
,5203 Travelers Tree Dr New Port Richey FL 34653,28.23477,-82.70125
,8425 Ponderosa Ave Port Richey FL 34668,28.31337,-82.67229
,27137 Foamflower Blvd Wesley Chapel FL 33544,28.24211,-82.36705
,7729 Morningdale Dr New Port Richey FL 34653,28.22226,-82.68644
,6224 Old Pasco Rd Wesley Chapel FL 33544,28.24704,-82.35566
,38130 McDonald St Dade City FL 33525,28.33606,-82.18292
,5512 Apache St Zephyrhills FL 33541,28.23826,-82.20608
,7445 Chester McKay Dr New Port Richey FL 34655,28.20394,-82.69084
,9426 Little Rd New Port Richey FL 34654,28.29397,-82.67433
,5330 Whippoorwill Dr Holiday FL 34690,28.20201,-82.72591
,8012 Library Rd Hudson FL 34667,28.35354,-82.68136
,38634 County Rd 54 Zephyrhills FL 33542,28.25128,-82.17727
,7924 Melogold Cir Land O' Lakes FL 34637,28.27158,-82.47328
,14236 County Line Rd Hudson FL 34667,28.43329,-82.57969
,6538 Ridge Rd Port Richey FL 34668,28.27931,-82.70576
,26304 Lexington Oaks Blvd Wesley Chapel FL 33544,28.23578,-82.38166
,34544 State Road 52 St Leo FL 33574,28.33516,-82.24428
,7220 Osteen Rd New Port Richey FL 34653,28.26184,-82.68159
,11245 Old Tampa Bay Dr San Antonio FL 33576,28.32091,-82.32889
,14333 Hicks Rd Hudson FL 34669,28.3658,-82.6524
,9151 Heritage Lake Blvd New Port Richey FL 34655,28.2283,-82.66358
,32145 Saint Joe Rd Dade City FL 33525,28.37655,-82.2837
,10742 Burning Bush Terrace Land O' Lakes FL 34638,28.31399,-82.55787
,9701 Little Road New Port Richey FL 34654,28.29835,-82.6729
,11524 Scenic Hills Blvd Hudson FL 34667,28.42502,-82.62446
,11345 Robert Trent Jones Pky Trinity FL 34655,28.17968,-82.6272
,34301 Countryside Dr Zephyrhills FL 33543,28.20334,-82.24927
,28245 County Line Rd Wesley Chapel FL 33543,28.17426,-82.34943
,3651 Castle Dr Zephyrhills FL 33540,28.21096,-82.17863
,2910 Sportscore Cir Wesley Chapel FL 33543,28.1985,-82.36384
,29129 Johnston Rd Dade City FL 33523,28.40911,-82.32941
,12637 Pony Ln Hudson FL 34669,28.34127,-82.62433
,1500 Meadow Pointe Blvd Wesley Chapel FL 33543,28.17871,-82.29278
,1540 Little Rd Trinity FL 34655,28.18264,-82.66522
,8421 Clayton Blvd Hudson FL 34667,28.35124,-82.67529
,4651 Little Rd New Port Richey FL 34655,28.22682,-82.66766
,3331 Player Dr New Port Richey FL 34655,28.20807,-82.65178
,21361 Lake Floyd Dr Lutz FL 33549,28.18001,-82.46246
,1735 Carpenter's Run Blvd Lutz FL 33559,28.18183,-82.40655
,12128 State Road 52 Hudson FL 34669,28.3382,-82.6142
,27248 Big Sur Dr Wesley Chapel FL 33544,28.17706,-82.36589
,2430 Welbilt Blvd Trinity FL 34655,28.19459,-82.67833
,30051 County Line Rd Wesley Chapel FL 33543,28.18097,-82.31937
,3535 Trophy Blvd New Port Richey FL 34655,28.21096,-82.65868
,3038 Oakstead Blvd Land O'Lakes FL 34638,28.20192,-82.49138
,37407 Ray Dr Zephyrhills FL 33541,28.22932,-82.198
,6333 Timber Greens Blvd New Port Richey FL 34655,28.25085,-82.65841
,12131 Rangeland Blvd Odessa FL 33556,28.20644,-82.61454
,34043 State Road 54 Wesley Chapel FL 33543,28.21915,-82.253
,11919 Alric Pottberg Rd Shady Hills FL 34610,28.33084,-82.56219
,2017 Riegler Rd Land O' Lakes FL 34639,28.18732,-82.43495
,18935 Michigan Lane Spring Hill FL 34610,28.32564,-82.50253
,11301 Phi Delta Way Odessa FL 33556-3474,28.19192,-82.62831
